Execution time	Date/Time	ActivePower	WindSpeed	WindDir
00:50:01		04 01 2018 06:50	1523.79296875	7.97830390930175	216.91340637207
00:50:03		04 01 2018 07:00	1693.27099609375	8.15549182891845	215.366104125976
00:50:05		04 01 2018 07:10	1775.03796386718	8.2486457824707	211.000793457031
00:50:07		04 01 2018 07:20	1875.41003417968	8.49584770202636	210.128295898437
00:50:09		04 01 2018 07:30	1558.05798339843	7.96182394027709	208.832702636718
00:50:11		04 01 2018 07:40	1811.08898925781	8.35203742980957	204.258697509765
00:50:13		04 01 2018 07:50	1686.1259765625	8.13523960113525	198.527801513671
00:50:16		04 01 2018 08:00	2362.26293945312	9.59900379180908	198.772003173828
00:50:18		04 01 2018 08:10	2000.86499023437	8.98205089569091	197.400695800781
00:50:20		04 01 2018 08:20	1169.96496582031	7.28466320037841	189.578399658203
00:50:22		04 01 2018 08:30	1309.22399902343	7.52147483825683	182.85659790039
00:50:24		04 01 2018 08:40	759.014526367187	6.21531391143798	186.821502685546
00:50:26		04 01 2018 08:50	498.190307617187	5.50101423263549	195.802993774414
00:50:28		04 01 2018 09:00	332.48208618164	5.10660791397094	195.176406860351
00:50:30		04 01 2018 09:10	253.584503173828	4.64980888366699	191.633499145507
00:50:32		04 01 2018 09:20	180.412292480468	4.37435007095336	206.242599487304
00:56:41	05 01 2018 18:50	0.0	3.56856894493103	208.167205810546
00:56:43	05 01 2018 19:00	0.0	2.44991397857666	224.892395019531
00:56:45	05 01 2018 19:10	0.0	1.79120397567749	243.652099609375
00:56:47	05 01 2018 19:20	0.0	1.93018996715545	252.565597534179
00:56:49	05 01 2018 19:30	0.0	1.66096794605255	233.142593383789
00:57:30	05 01 2018 22:50	0.0	1.89630699157714	207.507904052734
00:57:32	05 01 2018 23:00	0.0	1.38649201393127	227.876495361328
00:57:34	05 01 2018 23:10	0.0	1.38350701332092	243.24609375
00:57:36	05 01 2018 23:20	0.0	1.20811700820922	226.527603149414
00:57:38	01 01 2018 00:00	380.047790527343	5.31133604049682	259.994903564453
00:57:39	01 01 2018 00:10	453.76919555664	5.67216682434082	268.64111328125
00:57:40	01 01 2018 00:20	306.376586914062	5.21603679656982	272.564788818359
00:57:41	01 01 2018 00:30	419.645904541015	5.65967416763305	271.258087158203
00:57:42	01 01 2018 00:40	380.650695800781	5.57794094085693	265.674285888671
00:57:43	01 01 2018 00:50	402.391998291015	5.60405206680297	264.57861328125
00:57:44	01 01 2018 01:00	447.605712890625	5.79300785064697	266.163604736328
00:57:45	01 01 2018 01:10	387.2421875	5.30604982376098	257.949493408203
00:57:46	01 01 2018 01:20	463.651214599609	5.58462905883789	253.480697631835
00:57:47	01 01 2018 01:30	439.725708007812	5.52322816848754	258.72378540039
00:57:48	01 01 2018 01:40	498.181701660156	5.72411584854125	251.850997924804
00:57:49	01 01 2018 01:50	526.816223144531	5.93419885635375	265.504699707031
00:57:50	01 01 2018 02:00	710.587280273437	6.54741382598876	274.23291015625
00:57:51	01 01 2018 02:10	655.194274902343	6.19974613189697	266.733184814453
00:57:52	01 01 2018 02:20	754.762512207031	6.50538301467895	266.76040649414
00:57:53	01 01 2018 02:30	790.173278808593	6.63411617279052	270.493194580078
00:57:54	01 01 2018 02:40	742.985290527343	6.37891292572021	266.593292236328
00:57:55	01 01 2018 02:50	748.229614257812	6.4466528892517	265.571807861328
00:57:56	01 01 2018 03:00	736.647827148437	6.41508293151855	261.15869140625
00:57:57	01 01 2018 03:10	787.246215820312	6.43753099441528	257.56021118164
00:57:58	01 01 2018 03:20	722.864074707031	6.22002410888671	255.926498413085
00:57:59	01 01 2018 03:30	935.033386230468	6.89802598953247	250.012893676757
00:58:00	01 01 2018 03:40	1220.60900878906	7.60971117019653	255.985702514648
00:58:01	01 01 2018 03:50	1053.77197265625	7.28835582733154	255.444595336914
00:58:02	01 01 2018 04:00	1493.80798339843	7.94310188293457	256.407409667968
00:58:03	01 01 2018 04:10	1724.48803710937	8.37616157531738	252.41259765625
00:58:04	01 01 2018 04:20	1636.93505859375	8.23695755004882	247.979400634765
00:58:05	01 01 2018 04:30	1385.48803710937	7.87959098815917	238.609603881835
00:58:06	01 01 2018 04:40	1098.93200683593	7.10137605667114	245.095596313476
00:58:07	01 01 2018 04:50	1021.4580078125	6.95530700683593	245.410202026367
00:58:08	01 01 2018 05:00	1164.89294433593	7.09829807281494	235.227905273437
00:58:09	01 01 2018 05:10	1073.33203125	6.95363092422485	242.872695922851
00:58:10	01 01 2018 05:20	1165.30798339843	7.24957799911499	244.835693359375
